PEAK,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
2025,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-1,-1,-1,0,0,0,0,0,1,0,0,1,0,1,-1,0,0,0,0,0,0,-1,0,0,-1,0,1,0,0,0,1,0,-1,0,0,-1,0,0,0,-1,0,0,0,-1,0,-1,0,0
2026,-1,0,0,-1,0,0,-1,0,0,0,1,0,0,0,-1,0,0,0,1,0,-1,-1,0,-1,0,-1,0,0,0,0,0,-1,0,1,0,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,1,-1,-1,-1,0,0,0,0,0,0,-1,0,1,0,1
2027,0,1,0,0,0,-1,0,0,0,-1,0,0,1,0,-1,0,1,0,0,0,0,1,0,0,0,0,-1,0,-1,1,0,1,-1,-1,0,0,1,1,0,-1,0,-1,1,0,0,-1,0,0,0,-1,0,0,1,0,0,-1,0,1,-1,0,0,0,1,0
2028,0,0,1,0,0,0,1,-1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,-1,0,0,0,0,0,1,0,-1,0,-1,0,-1,0,0,0,-1,1,0,0,-1,0,-1,0,0,-1,1,1,0,-1,0,-1,1,0,1,1,0,0,0,1,0,0
2029,0,0,0,0,-1,-1,0,0,1,0,0,0,-1,0,0,-1,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,0,-1,0,0,1,0,1,1,0,1,0,0,-1,0,0,0,-1,0,-1
2030,0,0,0,0,0,0,-1,-1,0,1,0,-1,0,0,0,-1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,-1,0,0,0
2031,-1,0,1,1,1,-1,0,0,-1,-1,1,0,0,1,0,1,0,0,1,0,-1,-1,0,1,0,-1,0,0,0,0,0,0,-1,0,0,0,-1,1,0,-1,1,-1,0,-1,0,-1,0,1,0,0,0,0,0,1,0,0,-1,-1,1,1,1,0,0,0
2032,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,0,0,-1,1,0,-1,0,0,0,0,0,1,1,0,-1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,1,1,-1,0,0
2033,-1,0,-1,0,-1,1,0,1,0,0,0,0,0,0,-1,1,0,-1,0,0,0,0,1,0,1,0,-1,-1,0,1,1,-1,0,0,1,0,-1,0,1,0,1,0,0,0,1,0,0,0,1,-1,1,-1,0,-1,1,0,0,0,0,0,0,0,0,0
2034,0,0,0,0,0,0,-1,-1,-1,-1,0,1,-1,0,1,0,0,-1,0,0,-1,0,0,1,-1,0,0,0,0,0,0,1,0,-1,-1,0,-1,1,0,0,1,0,0,0,-1,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,-1,0,-1,0
2035,0,-1,0,0,0,0,0,-1,0,1,-1,0,0,1,0,0,0,0,0,1,1,0,0,-1,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,0,1,0,-1,0,0,0,-1,0,0,0,0,0,0,1,-1,-1,0,0,0,1,0,0
2036,0,0,-1,1,0,0,-1,1,1,0,0,1,1,0,0,-1,-1,0,-1,0,0,0,0,0,0,1,0,0,0,-1,1,0,0,1,1,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,1,0,-1,0,0,0,0,1,0,0,0,0,1,-1,-1,1
2037,0,0,-1,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,-1,0,0,0,-1,1,1,0,0,0,-1,0,1,0,1,1,0,0,0,1,0,0,0,1,1
2038,0,0,0,-1,0,0,-1,-1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,-1,0,0,1,0,-1,0,-1,1,-1,-1,0,-1,1,1,0,0,0,1,-1,0,0,0,0
2039,1,0,0,-1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,1,-1,0,0,0,-1,-1,0,-1,0,-1,1,-1,0,1,-1,0,0,-1,0,1,0,0,0,0,0,0
2040,-1,0,0,-1,0,0,0,0,-1,0,1,0,-1,-1,0,0,0,0,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1
2041,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2042,0,0,1,0,0,1,0,0,0,1,0,0,-1,0,0,0,1,0,0,0,0,1,-1,1,0,0,0,1,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,1,1,0,0,1,-1,0,1,-1,0,0,0
2043,0,0,-1,-1,0,1,-1,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,-1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,1,0,0,0,0,1,1,0,-1,-1,0,1,1
2044,0,0,0,0,0,-1,0,0,-1,0,0,0,0,1,0,-1,-1,0,1,0,1,0,-1,0,-1,0,0,0,1,0,0,-1,0,0,0,0,-1,0,-1,0,0,-1,1,0,1,1,0,1,-1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0
2045,0,0,0,-1,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,1,0,0,0,0,-1,1,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,1,1,-1,0,1,0,0,1,0,1
2046,1,0,-1,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,1,0,-1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,-1,1,0,-1
2047,0,-1,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,-1,0,1,-1,0,0,-1,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,1,1,0
2048,0,1,0,0,1,0,1,0,1,1,0,0,0,-1,-1,0,0,-1,0,-1,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,-1,1,0,0,-1,1,0,0,-1,1,0,0,-1,1,0,1,-1,0,-1,0,0,0
2049,0,0,0,1,-1,1,0,0,-1,0,0,1,0,-1,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,-1,0,-1,1,0,0,1,0,0,1,0,-1,1,1,0,-1,0,-1,0,0,0,-1,0,1,0
2050,-1,0,0,0,0,0,-1,0,0,0,-1,0,-1,1,0,-1,-1,-1,0,-1,0,0,0,1,0,-1,0,1,1,0,0,0,1,0,0,0,0,-1,0,0,-1,0,0,-1,0,-1,-1,0,-1,0,0,0,1,1,0,1,1,0,0,0,0,-1,0,0
2051,1,-1,0,-1,0,-1,0,0,0,0,1,0,1,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,-1,0
2052,0,0,0,0,0,0,1,0,-1,1,-1,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,-1,0,1,0,1,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,1,-1,-1,1,-1,1,0,-1,0,0,1,0
2053,0,0,0,1,0,0,-1,-1,0,0,1,-1,0,0,-1,0,1,-1,0,0,1,0,0,1,0,1,1,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,1,0,-1,0,0,1,0,0,0,0,0,0,0,1
2054,0,0,0,1,-1,1,0,-1,0,0,0,-1,0,0,-1,0,1,1,1,-1,1,1,0,0,0,0,0,1,1,-1,-1,-1,-1,0,-1,-1,0,0,0,1,1,-1,0,1,-1,0,0,0,-1,-1,0,0,1,-1,-1,0,0,1,0,1,-1,-1,0,0
2055,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-1,1,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,1,0,1,-1
2056,0,0,-1,-1,0,0,0,1,0,0,0,0,0,1,1,0,-1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,-1,0,0,1,1,-1,0,0,1,0,0,0,-1,-1,0,0,-1,0,0
2057,0,0,0,-1,1,1,0,0,1,0,1,0,1,1,1,0,1,-1,0,-1,0,-1,0,1,0,-1,0,1,0,0,-1,0,1,0,0,0,0,0,0,-1,-1,0,0,1,0,0,0,-1,0,-1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2058,0,0,0,1,0,0,0,-1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,1,0,1,0,0,0,1,0,0,-1,1,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0
2059,1,0,0,0,0,1,1,-1,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,-1,-1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,-1,0,-1,0,0,-1,1,0,1,0,0,0,1
2060,1,-1,0,0,0,1,0,0,1,0,0,1,1,1,0,-1,0,1,0,0,0,-1,1,0,-1,0,-1,0,0,0,0,1,-1,1,0,0,-1,1,-1,0,1,0,-1,0,1,-1,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,1
2061,0,0,0,1,0,0,0,1,-1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,-1,-1,0,-1,-1,0,0,-1,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,0,0,0,0,0
2062,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,0,-1,1,0,1,1,1,1,0,1,0,-1,0,0,0,0,-1,0,1,0,1,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,-1,0,0,0,1,1
2063,0,-1,-1,0,0,0,0,1,1,0,1,0,0,1,-1,0,-1,0,1,0,0,0,0,-1,1,0,1,0,0,0,0,-1,0,0,0,1,0,-1,0,0,0,0,-1,1,1,0,0,0,0,-1,-1,0,1,0,0,0,0,0,0,0,1,0,0,1
2064,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,-1,0,0,0,0,-1,-1,0,0,0,-1,0,0,-1,0,0,-1,0,1,0,0,-1,1,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,1,0,0,0,1,0,0,-1,-1
2065,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,1,1,0,0,-1,1,0,0,0,-1,0,0,0,0,0,0,0,0,1
2066,-1,0,1,0,1,0,1,0,0,0,0,-1,0,0,1,-1,0,0,0,1,0,0,0,0,-1,1,0,1,0,1,0,0,0,0,-1,1,-1,0,0,1,1,-1,0,0,-1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,-1,0,0,0
2067,0,-1,0,1,0,0,0,-1,1,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,1,-1,0,1,0,1,1,1,1,0,0,0,0,0,0,-1,1,0,0,0,0,1,0,0,0,-1,0,0
2068,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-1,1,1,-1,-1,-1,0,0,-1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,1,1,-1,0,0,1,0,-1,0,1,0
2069,-1,-1,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,1,0,-1,0,0,-1,0,0,0,-1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,-1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
2070,1,-1,0,0,0,0,0,-1,0,1,0,1,1,0,1,0,1,0,0,0,0,-1,0,-1,-1,0,0,-1,-1,1,0,0,0,0,0,1,0,0,0,0,1,-1,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0
2071,0,0,1,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,1,0,1,1,0,0,-1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,1,0
2072,1,0,0,1,-1,0,1,0,0,0,-1,-1,0,0,1,0,0,-1,1,0,1,-1,1,0,1,0,1,-1,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2073,0,1,0,0,1,1,0,0,-1,0,-1,1,0,0,0,0,1,0,0,-1,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0
2074,1,1,-1,0,0,0,1,-1,0,0,0,1,-1,-1,0,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,-1,0,0,0,0,-1,0,0,0
2075,-1,0,1,0,0,1,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,1,0,1,0,1,0,0,-1,0,-1,-1,0,0,0,1,0,0,0,0,-1,0,1,-1,1,0,0,0,0,0,0,0,-1,0
2076,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,-1,0,0,-1,1,0,-1,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0
2077,0,0,-1,0,1,0,0,0,1,-1,0,0,0,0,0,0,1,0,-1,0,0,1,0,1,0,0,1,0,1,1,0,0,-1,0,0,-1,0,-1,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,-1,0,0,0,0,1,0,0,0,0,1,0
2078,0,0,0,0,0,1,0,1,0,0,-1,0,1,0,0,1,-1,0,0,1,1,0,-1,0,0,1,1,1,0,-1,-1,0,0,0,0,-1,0,1,0,0,1,1,0,0,0,0,-1,0,0,0,0,0,1,0,0,-1,0,1,-1,1,-1,0,0,-1
2079,0,0,0,0,0,0,0,1,1,-1,-1,0,0,1,1,0,0,-1,-1,1,0,-1,-1,-1,0,0,0,-1,0,1,0,0,-1,0,-1,0,-1,1,-1,-1,0,-1,0,-1,0,1,-1,0,1,-1,1,1,0,0,0,0,0,-1,-1,1,0,-1,0,0
2080,0,0,1,0,0,0,-1,0,-1,0,0,-1,0,1,0,-1,1,0,0,0,0,0,0,-1,0,0,0,0,1,0,1,1,-1,1,0,0,1,0,-1,-1,-1,0,0,0,0,0,0,0,1,1,0,1,-1,-1,0,0,-1,-1,0,0,0,0,0,1
2081,0,0,-1,0,-1,0,0,-1,0,0,0,-1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,-1,0,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,1,0,1,0,-1,0,-1,0,-1,0,0,-1,-1,0,1,-1,0
2082,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,-1,0,1,-1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,1,0,0,-1,0,0,0,0,0,1,0
2083,0,0,0,0,0,1,0,-1,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,-1,0,-1,0,0,0,-1,0,0,0,-1,-1,0,-1,0,0,0,1,1,0
2084,0,-1,1,0,0,-1,0,1,0,0,0,1,-1,0,0,-1,1,0,0,0,0,0,-1,0,1,-1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,1,0,0,0,0,-1,1,0
2085,0,0,0,0,0,-1,0,0,1,0,0,0,1,1,0,1,-1,0,0,0,0,1,0,0,-1,-1,0,-1,1,0,0,0,0,0,0,1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,-1
2086,0,-1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,1,-1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,-1,0,0,0,1,-1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,-1,0,0,0,0,-1,0,0
2087,0,0,0,0,0,0,-1,-1,0,1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,1,-1,0,1,1,-1,0,0,0
2088,0,0,0,-1,0,1,1,0,0,0,0,0,-1,0,0,1,0,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,-1,0,0,0,0,-1,0,1,0,-1,0,1,0,-1,0,-1,-1,0,0,0,0,0,1,1
2089,-1,0,0,0,-1,0,0,0,0,-1,0,-1,-1,0,0,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,-1,0,0,1,-1,0,1,1,0,0,0,0,0,0,-1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,-1,0,1,0,0
2090,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,-1,1,-1,1,0,-1,-1,-1,0,-1,-1,-1,1
2091,0,0,0,0,-1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,1,-1,0,-1,0,0,1,-1,0,0,1,0,0,-1,0,0,0,0,1,0,-1,0,1,0,0,0,0,0,0,0
2092,0,1,0,0,0,0,0,1,1,0,-1,0,1,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1,0,0,-1,0,1,0,0,0,1,-1,0,-1,1,-1,0,0,0,0,-1,0,0,-1,0,1,0,1
2093,0,0,0,0,0,0,1,-1,1,1,1,0,0,0,0,0,1,-1,0,-1,-1,0,0,0,0,0,0,1,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,-1,0,0,0,0,-1,0,-1,0
2094,0,0,0,-1,0,0,1,-1,-1,1,0,0,0,0,-1,0,0,0,1,0,0,-1,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,-1,0,0,0
2095,-1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,-1,0,-1,0,0,0,0,1,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,1,-1,0,-1,-1,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2096,-1,-1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,-1,0,0,0,0,0,0,1,0,0,-1,0,-1,0,0,0,-1,0,-1,1,1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0
2097,0,0,0,0,0,0,1,1,-1,0,-1,0,0,-1,-1,0,0,0,1,-1,-1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-1,0,1,0,-1,0,0,0,0,1,-1,0,-1,0,0,0,0,-1
2098,0,0,0,0,0,1,0,-1,0,0,1,0,0,-1,0,0,-1,0,-1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,-1,0,1,0,0,0,1,1,0,0,1,0,-1,0,0,0,0,1,0,0,1,0,-1,0,-1,1,0
2099,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1,0,0,-1,-1,-1,0,0,1,1,0,-1,1,1,-1,0,0,0,-1,0,0,0,-1,-1,0,1,0,0,0,0,0,-1,-1,0,0,-1,1,-1,1,0
2100,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,1,0,1,0,0,0,0,1,0,0,-1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,1,0,0,0,0,-1,0,1,0,1,1
2101,1,0,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,1,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,1,0,-1,0,-1,0,0,0,0,0,1
2102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,1,0,1,0,0,1,0,1,-1,0,-1,0,0,0,-1,0,0,-1,-1,-1,0,1,0,1,-1,1,0,0,-1,0,0,0,0,1,1,0,0,0,-1,-1,0,0,0,0
2103,0,0,0,1,0,0,0,0,0,1,0,0,-1,0,0,0,1,1,-1,0,0,0,0,0,-1,0,1,0,0,1,1,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,0,0,-1,0,0,1,0,0,0,-1,0,0,1,0,0
2104,0,-1,0,0,0,-1,0,0,1,1,-1,-1,-1,1,1,0,1,0,0,0,0,0,0,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,-1,0,1,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,-1,0,1,-1
2105,0,-1,0,0,1,0,0,1,0,1,-1,1,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,-1,0,-1,0,0,0,0,0,-1,1,0,-1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2106,-1,-1,0,0,-1,0,0,0,-1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,-1,0,0,1,1,-1,1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,-1,0,0,0,0,0,1,1,1
2107,0,0,0,-1,0,-1,0,0,0,0,-1,0,0,-1,0,0,1,0,0,1,1,0,0,0,0,-1,1,1,0,0,0,-1,0,0,0,0,1,-1,0,0,0,-1,0,-1,-1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,1,0,0
2108,1,0,0,1,0,0,1,0,0,0,0,0,0,1,-1,0,1,-1,0,0,-1,1,0,1,0,0,0,0,0,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0
2109,-1,-1,-1,0,-1,0,1,0,0,0,0,0,-1,0,0,1,-1,0,-1,0,0,1,0,0,1,1,1,-1,0,0,0,-1,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-1,0,0
2110,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,-1,1,0,0,-1,0,0,0,0,0,-1,0,0,1,1,-1,-1,0,0,0,0,0,-1,0,1,1,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,-1
2111,0,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,0,0,0,1,0,-1,-1,0,0,0,-1,0,0,-1,0,1,0,-1,0,1,0,1,-1,-1,0,1,0,0,1,0,0,0,0,0,0,0,-1,0
2112,1,1,0,0,-1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,-1,-1,0,0,0,-1,1,-1,0,1,0,1,-1,1,1,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0
2113,-1,1,1,0,-1,-1,-1,-1,1,0,1,-1,0,0,0,0,1,0,0,-1,0,-1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1,0,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,-1,0,0,0,0
2114,-1,0,0,1,0,0,0,-1,-1,1,-1,0,0,-1,0,0,-1,-1,0,-1,-1,0,0,0,1,0,1,0,0,0,0,-1,0,1,0,1,1,0,1,0,0,0,-1,0,0,0,-1,1,0,1,-1,0,0,1,1,-1,0,0,0,0,0,-1,0,0
2115,0,0,0,0,1,0,-1,0,0,0,0,1,0,-1,0,1,-1,1,-1,0,1,0,-1,0,-1,0,0,0,0,0,1,1,0,0,1,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,1,0,0,-1,-1,0,0,0,0,0,0,1,0,0,0,1
2116,0,0,1,1,0,-1,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,-1,1,0,0,-1,1,0,-1,1,0,-1,-1,0,0,0,0,-1,0,-1,0,0,0
2117,0,0,0,0,0,-1,0,0,1,0,1,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,-1,-1,1,0,0,-1,0,0,0,0,-1,0,-1,0,0,-1,-1,1,1,0,0,-1,0,0,1,-1,0,0,1
2118,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,-1,1,-1,-1,0,0,0,0,1,-1,0,0,-1,0,1,1,0,0,0,-1,-1,1,0,-1,0,-1,1,0,1,1,0,0,0,0,0,1
2119,0,0,0,0,0,1,0,0,1,1,-1,1,0,0,-1,1,0,0,1,1,0,-1,0,0,-1,0,0,0,0,0,0,1,-1,0,0,1,-1,1,0,1,0,0,0,0,0,0,0,-1,-1,0,1,-1,0,0,0,-1,-1,0,0,0,0,0,0,0
2120,0,0,1,0,0,-1,1,0,0,0,1,0,-1,1,-1,0,0,0,-1,0,-1,-1,0,-1,0,0,0,1,0,0,0,0,0,0,1,-1,1,0,1,0,0,1,1,-1,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,-1
2121,1,0,-1,0,0,1,0,-1,0,1,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,1,0,-1,1,1,0,0,0,0,0,0,-1,0,-1,0,0,1,0,0,1,0,0,1,0,1,-1,0,0,0,1,0,0,0,0,1,0,-1,0,1,0
