PEAK,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
2257,1,0,0,0,1,0,0,0,-1,0,1,1,1,-1,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,0,0,-1,0,0,0,0,0,-1,0,-1,1,0,0,0,0,-1,0,-1,0,0,1,0
2258,0,0,0,1,-1,0,0,-1,0,0,1,0,0,0,1,0,1,-1,0,0,0,0,0,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0
2259,0,1,0,0,0,1,0,0,0,-1,0,1,0,-1,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,0,-1,-1,0,-1,0,1,0,1,0,0,0,0,1,1,0,0,-1,0,0,0,1,0,0,0,1,1,0,0
2260,0,0,0,-1,0,0,0,-1,1,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,1,-1,-1,-1,0,1,0,0,0,0,0,-1,1,1,0,-1,0,1,1,0,-1,-1,0
2261,0,0,-1,0,0,0,0,0,0,1,-1,0,0,0,1,0,1,1,1,0,1,-1,0,-1,-1,0,-1,0,0,-1,-1,0,1,0,1,-1,0,-1,0,0,1,1,0,0,0,-1,1,0,0,0,-1,1,1,1,0,-1,0,0,0,-1,0,0,-1,-1
2262,0,0,0,0,0,1,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,-1,0,0,0,0,0,-1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-1,-1,0,-1,-1,0,0,0,0,0,1,-1,0,0,0,0
2263,0,1,0,0,0,1,0,0,0,0,1,0,-1,0,0,0,-1,-1,0,0,1,0,-1,0,-1,-1,1,1,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,1,0,-1,0,-1,0,0,0,0,1,0,0,-1,-1,0,0,0,1,0,0
2264,0,0,0,1,0,1,0,0,0,0,-1,0,0,-1,1,0,-1,-1,0,-1,0,0,-1,1,0,0,-1,0,1,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,-1,0,0,0,1,-1,-1,1,0,0,1,0,0,-1,-1,1,0,-1,1,0,0
2265,0,0,0,1,0,1,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,-1,0,0,-1,0,-1,0,0,0,0,1,0,0,0,-1,-1,0,0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,-1,0,0,1,1,0,1,1,0,0,0,0,-1,0
2266,0,0,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,0,1,-1,0,-1,0,1,1,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,-1,0,-1,1,0,-1,-1,0,0,0,0,0,0,-1,0,1,-1
2267,0,0,-1,0,0,1,0,-1,0,0,0,-1,1,0,0,0,1,0,0,0,0,0,1,0,0,-1,0,0,0,0,1,-1,0,0,0,-1,1,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2268,0,1,0,0,0,0,0,1,0,-1,0,0,0,0,-1,-1,-1,0,0,0,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,-1,0,0,1,1
2269,0,0,1,-1,0,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,1,0,0,-1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,-1,1,1,0,0,-1,0,0,0,0,-1,-1,0,0,0,-1,0,0,0
2270,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,-1,1,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,-1,1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0
2271,0,-1,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,1,-1,0,1,0,0,0,0,0,-1,0,0,0,0,0,-1
2272,0,0,0,1,1,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,-1,0,-1,0,0,0,0,0,1,1,0,1,-1,0,0,-1,0,0,0,0,-1,0,-1,-1,1,0,0,0,-1,0
2273,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,-1,0,1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,0,0,1,1,0,0,0,1,-1,0
2274,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,1,0,1,-1,1,0,1,0,0,0,-1,0,-1,0,0,1,1,0,-1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,0,-1,-1,0,0
2275,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,1,0,-1,-1,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,0,0,-1,0,0,1,0,0,0,0,0,0,-1
2276,1,1,0,-1,0,0,0,0,0,1,0,-1,0,0,1,-1,0,1,0,0,0,-1,0,0,-1,-1,0,1,0,0,0,-1,0,0,0,0,-1,0,1,-1,0,-1,1,0,0,0,0,-1,0,1,-1,0,0,0,-1,-1,0,0,0,0,0,0,-1,0
2277,-1,0,1,-1,1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,-1,0,-1,-1,1,-1,0,-1,0
2278,0,0,1,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,1,-1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,-1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,-1,0,0,-1,0,-1,0,0,-1
2279,0,0,0,1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,-1,0,-1,1,1,-1,0,0,0,0,0,0,0,-1,0,-1,-1,-1,0,0,-1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2280,1,0,0,0,0,0,0,0,0,1,0,-1,1,0,0,0,0,0,-1,-1,0,0,0,-1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0
2281,0,0,0,-1,0,-1,0,0,0,0,0,1,0,1,0,0,0,1,-1,-1,0,-1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,1,-1,1,0,1,0,1,-1,1,0,0,1,0,-1,0,1,0,1,1,0,0,0,0,-1,0,0,1,1
2282,0,-1,1,0,0,1,1,1,0,0,-1,0,0,0,0,0,0,-1,0,0,1,0,-1,0,0,-1,-1,1,1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,0,1,0,0,1
2283,0,0,1,0,0,0,1,0,0,0,-1,0,0,1,0,0,-1,-1,0,-1,0,0,0,0,-1,1,0,1,-1,1,0,-1,0,1,0,-1,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,-1,0,0,-1,0,0,-1,1,1,-1,1,1,0,1
2284,0,1,1,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,-1,0,-1,-1,0,1,1,0,0,0,-1,0,0,0,-1,0,1,0,0,0,0,-1,1,-1,0,-1,-1,0,0,1,0,0,1,0,-1,1,0,1,1,0,0,0,1,0,0,-1,0
2285,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,1,0,1,0,1,0,0,1,-1,0,0,0,1,-1,0,0,0,-1,1,1,0,0,0,0,0,-1,0,1,-1,0,0,0,1,0,0,1,0,-1,0,0,0,0,-1,0,1
2286,0,0,1,1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,1,-1,1,-1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1
2287,0,-1,0,-1,1,0,-1,-1,-1,0,0,0,0,0,0,0,1,0,-1,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,0,0,-1,0
2288,-1,0,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,1,0,1,0,-1,0,0,0,1,0,0,-1,1,0,0,-1,0,0,0,-1,-1,0,1,-1,1,1,0,0,1,0,0,0,-1,0,-1,0,1,-1,0,0,0
2289,1,1,1,1,0,0,1,0,-1,0,0,-1,0,0,0,-1,0,1,0,0,0,-1,0,0,0,0,0,1,1,0,0,-1,0,1,0,0,-1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,-1,0,0,-1,0,0,0,0
2290,0,0,0,-1,0,0,0,1,0,0,-1,0,-1,0,0,0,0,-1,-1,1,0,1,-1,0,0,0,1,0,-1,-1,1,0,0,1,0,0,-1,1,0,0,0,0,1,0,0,0,1,-1,-1,-1,0,0,-1,0,0,0,1,0,1,0,0,0,1,1
2291,1,0,0,1,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,-1,0,-1,0,-1,1,-1,1,0,0,0,0,0,-1,0,-1,0,0,0,1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,0,-1,0,0,-1,0
2292,0,0,0,-1,0,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,-1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,1,1,0,1,1,-1,0
2293,1,0,0,0,0,-1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,-1,0,-1,0,0,0,0,0,0,1,0,0,0,-1,0,-1,1,0,1,0,0,-1,0,-1,1,-1,-1,1,-1,1,0,0,1,1,0,0,0,0,0,1,0
2294,1,-1,0,0,1,0,1,0,0,0,1,0,0,-1,0,0,0,1,0,0,0,0,0,1,0,0,0,-1,0,1,-1,0,0,0,1,0,0,0,1,0,0,0,0,-1,0,0,0,-1,1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0
2295,0,0,1,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,1,0,-1,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,1,0,0,-1,-1,0,1,0,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,0,1,0,0,-1,-1,0
2296,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,1,0,0,0,0,0,1,0,-1,0,-1,0,0,0,1,-1,-1,0,0,0,1,-1,1,0,0,0,0,0,0,-1,0,0,0,1,0,0,1,0,0,0,1,0,0
2297,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,-1,0,0,0,0,0,1,1,1,0,0,1,0,-1,0,1,0,0,0,0,1,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0
2298,0,0,0,0,0,-1,0,1,1,0,0,0,-1,0,0,-1,1,1,0,1,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,-1,0,-1,0,1,0,0,0,1,-1,0,-1,0,0,-1,0,0,1,-1
2299,0,-1,0,0,-1,0,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,1,0,1,-1,0,-1,0,0,-1,1,0,0,0,0,0,0,0,0,-1,0,-1,0,1,-1,-1,0
2300,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,-1,0,0,0,-1,0,0,0,-1,-1,0,1,-1,-1,-1,-1,0,0,-1,0,1,0,-1,0,1,0,1,0,0
2301,-1,0,0,1,0,0,1,0,0,0,0,-1,0,-1,0,-1,0,0,1,0,1,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,0
2302,0,0,0,0,1,0,0,-1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,-1,-1,0,0,0,0,0,1,0,0,0,1,0,1,0,-1,1,0,0,0,-1,-1,0,1,0,1,0,1,0,-1,0,0,0,-1,-1,0,0,0,0,0,0
2303,0,1,0,1,-1,0,1,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,-1,-1,0,0,1,0,0,-1,-1,0,1,0,-1,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
2304,-1,0,0,0,0,0,0,0,1,0,-1,-1,1,0,0,1,0,0,1,0,0,-1,0,1,-1,0,-1,1,-1,0,1,1,-1,-1,1,1,0,1,1,0,-1,0,0,-1,0,0,0,1,0,0,0,0,-1,0,-1,1,0,-1,0,0,0,0,-1,0
2305,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-1,0,0,-1,0,0,-1,0,1,0,0,0,-1,0,-1,0
2306,0,-1,1,0,0,-1,0,0,0,-1,1,0,0,-1,0,0,0,0,0,-1,0,1,1,0,0,-1,0,0,0,1,0,0,0,0,-1,-1,1,-1,0,0,1,0,1,0,0,0,-1,0,1,1,-1,0,0,0,0,0,-1,0,0,1,0,0,1,0
2307,1,0,0,0,-1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,0,0,0,1,1,0,-1,0,1,1,0,1,0,0,0,-1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1
2308,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,-1,0,-1,1,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,-1,0,1,0,-1,-1,0,0,0,0,-1,1,0,0,0,-1,0,1,-1,-1,1,0,0,0
2309,-1,0,1,0,0,0,-1,1,-1,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,0,-1,1,1,0,-1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310,0,1,0,1,0,-1,0,-1,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,-1,0,-1,-1,0,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,-1,0
2311,0,0,0,0,0,-1,-1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,1,0,0,0,0,1,-1,0,1,0,0,0,0,0,-1,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,0,-1,1,1,0
2312,1,0,0,0,0,1,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,-1,-1,0,0,0,0,-1,-1,0,1,0,0,-1,0,0,0,0,-1,-1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0
2313,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,-1,0,0,0,-1,0,-1,0,1,-1,-1,0,0,0,0,0,1,0,0,0,1,0,-1,-1,0,0,1,0,0,0,-1,-1,-1,0,-1,-1,0,0,0,-1,0
2314,0,0,0,-1,0,0,1,0,1,0,0,-1,1,0,1,0,-1,0,-1,0,1,-1,1,-1,0,-1,0,0,0,-1,-1,-1,0,0,0,1,0,-1,-1,0,0,-1,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0
2315,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,-1,0,0,0,-1,0,-1,1,1,0,1,1,0,1,0,0,0,0,1,1,-1,0,0,0,0,1,0,0,1,0,0,0
2316,0,-1,0,0,-1,0,-1,0,1,0,-1,0,-1,0,1,0,0,0,1,1,1,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,-1,0,0,1,0,0,1,0,-1,0,0
2317,1,0,0,-1,0,1,-1,-1,0,0,0,0,1,0,0,0,1,0,0,1,1,-1,0,-1,0,0,0,0,0,-1,0,1,0,1,-1,0,1,1,0,0,0,0,0,-1,0,0,-1,0,1,0,0,0,0,1,0,0,-1,0,0,0,0,-1,-1,-1
2318,0,1,0,-1,0,0,1,0,1,0,0,0,1,0,0,-1,-1,0,1,0,-1,-1,1,0,0,-1,1,0,0,0,0,-1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-1,0,0,0,0,0
2319,0,0,0,-1,0,0,-1,0,0,0,0,1,-1,-1,0,0,1,1,0,-1,0,0,0,1,-1,-1,0,-1,1,0,-1,1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,0
2320,1,0,-1,1,0,1,0,-1,1,0,0,1,0,0,1,1,1,0,0,0,-1,0,0,1,1,1,0,-1,0,0,0,1,0,1,0,0,0,-1,0,0,0,-1,0,0,0,1,0,1,-1,0,1,-1,-1,-1,0,0,-1,0,0,0,0,1,0,0
2321,1,0,0,0,0,0,0,-1,1,0,1,0,0,-1,0,1,1,1,0,-1,1,-1,0,-1,-1,0,0,1,0,0,0,0,0,0,1,1,-1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,-1,0,-1,1,0,0,1,0,0,0,-1
2322,0,1,0,1,0,0,0,1,0,1,0,0,0,-1,0,-1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,-1,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
2323,0,1,0,-1,0,0,0,0,-1,0,0,0,-1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,-1,1,0,1,-1,-1,0,-1,0,0,0,0,-1,0,1,1,0,-1,-1,0,1,0,1,0,0,-1,0,1,-1,1,0,0,1,0,0,0
2324,1,0,-1,0,-1,0,-1,0,0,0,1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,-1,-1,0,0,0,1,1,0,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,1,0,0,0,0
2325,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,-1,1,1,1,1,1,1,0,0,-1,0,0,1,1,1,1,0,0,0,-1,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,-1,0,0,-1,1,0,0,0,0,-1
2326,0,0,0,0,-1,0,-1,0,1,1,1,0,0,0,1,-1,0,0,-1,0,0,0,-1,0,0,1,-1,1,0,0,0,-1,-1,0,0,0,-1,1,0,-1,1,1,0,0,1,0,1,0,0,-1,0,-1,0,0,1,-1,0,0,0,0,0,-1,1,-1
2327,1,0,0,-1,0,0,0,0,0,1,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1,0,-1,-1,0,-1,0,-1,0,1,0,1,-1,1,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,1,0,0,0,-1,0
2328,-1,0,0,0,1,0,0,0,0,1,0,-1,0,0,0,0,1,-1,1,1,-1,0,1,0,-1,0,1,1,0,0,-1,1,1,1,-1,0,-1,-1,0,0,0,0,0,-1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
2329,-1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,1,-1,-1,0,1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,1,0,0,0,0
2330,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,-1,0,0,1,0,0,0,-1,0,1,0,0,-1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2331,0,0,-1,1,0,-1,-1,-1,1,0,-1,0,1,1,0,0,-1,0,0,0,-1,0,-1,0,0,-1,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,-1,0,1,-1,-1,1,1,0,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,1,0,0
2332,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,0,1,0,0,1,-1,0,0,0,0,-1,1,0,1,0,0,1,0,-1,0,0,0,-1,1,-1,1,0,1,0,1,1,0,0,0,0,0,-1,-1,-1,0,0,1,1,1,0
2333,0,0,0,0,0,0,-1,-1,0,1,1,-1,0,0,-1,0,0,0,0,0,1,-1,1,0,0,-1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,-1,1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0,0,0,0,-1,0,1,-1,0,0
2334,0,0,1,0,-1,-1,0,0,0,1,0,1,0,1,-1,-1,0,0,0,0,0,0,0,1,-1,0,-1,0,0,0,0,0,-1,1,1,0,0,-1,1,0,-1,-1,0,1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,1,0,0
2335,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,-1,0,1,-1,0,-1,-1,-1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,-1,0,-1,1,1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
2336,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,1,1,1,-1,-1,0,0,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,1,0,0,0,0,0,-1,-1,1,0,0,0,0,0
2337,-1,0,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,1,0,-1,1
2338,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,-1,1,0,0,0,0,0,-1,1,1,0,0,0,0,0,1,0,0
2339,0,0,0,0,0,0,0,-1,0,-1,-1,0,-1,0,1,0,1,0,-1,-1,-1,0,1,0,0,0,-1,1,-1,0,0,-1,0,0,0,0,-1,1,0,-1,0,1,1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,-1,0,0,0,0,0
2340,-1,0,0,0,-1,0,0,0,0,-1,0,0,1,0,0,1,0,0,0,1,-1,0,1,0,0,1,-1,0,0,0,0,1,0,1,0,0,0,0,-1,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,0
2341,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,-1,0,-1,1,0,1,1,-1,0,-1,0,0,-1,-1,0,0,0,1,0,0,0,-1,1,-1,0,0,0,0,0,0,1,0,-1,0,0,0,0,0
2342,1,0,-1,-1,0,-1,0,1,1,0,1,0,0,0,0,1,0,1,-1,0,0,0,0,0,1,1,0,-1,-1,0,1,0,0,0,-1,0,0,-1,0,0,1,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,1,1,0,1,0,-1,0,0,0,0
2343,0,0,0,0,0,1,1,0,-1,0,-1,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,1,1,0,0,0,0,0,1,1,1,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,0
2344,0,0,-1,0,-1,0,-1,0,0,0,0,0,1,-1,-1,1,0,-1,-1,0,0,-1,1,0,0,0,-1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,-1,1,0,0,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1
2345,0,0,1,0,0,-1,-1,-1,0,0,1,-1,0,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,1,0,1,0,0,-1,-1,0,0,0,0,0,1,0,-1,-1,0,0,1,1,0,0,0,0,0,0,-1,1,0,-1,0,0,0,0,0,0,0
2346,0,0,0,0,0,0,1,0,0,0,-1,0,1,0,0,0,0,0,1,0,0,1,-1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,-1,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,0
2347,-1,0,0,0,0,0,0,0,1,1,0,-1,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,0,-1,0,1,-1,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,-1,0,-1,1,0,1,0,-1,0,0,0,-1,0,0,0,0
2348,0,0,0,0,0,0,1,0,0,0,1,-1,1,-1,1,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,1,1,-1,1,-1,0,-1,0,-1,0,0,1,0,0,0,0,-1,0,1,0,0,-1,0,-1,0,0
2349,0,-1,1,0,0,0,0,0,0,0,-1,0,1,0,1,0,-1,0,0,0,1,0,1,0,0,-1,1,1,0,1,0,-1,0,0,-1,1,1,-1,1,0,-1,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,1,0,0
2350,-1,-1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-1,-1,0,-1,0,0,-1,0,0,0,0,-1,0,0,-1,0,-1,-1,0,0,0,1,0,0,0,1,0,0,0,0,-1,1,0,1,0,0,0,0,0
2351,1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,-1,0,1,0,0,1,0,0,0,0,0,0,-1,1,1,0,1,1,0,-1,0,1,0,0,0,0,-1,0,0
2352,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,-1,0,0,1,1,0,0,-1,-1
2353,0,1,1,-1,0,0,0,1,-1,0,0,1,0,0,0,-1,-1,1,0,1,-1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,0,0,-1,1
