PEAK,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
2034,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,-1,0,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,-1,0,0
2035,0,0,0,1,0,0,-1,1,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,-1,0,1,0,0,0,0,0,0,1,0,-1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0
2036,1,-1,1,0,0,0,0,1,1,0,1,0,-1,0,0,0,0,0,-1,0,1,0,0,1,0,0,0,0,0,1,1,0,-1,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,1,1,0,-1,0,0,-1,0,0
2037,1,0,-1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,-1,0,-1,0,1,0,0,0,-1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,-1,0,0,1,-1,1,1,0,0,0,0,-1,0,0
2038,-1,-1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,0,1,-1,0,-1,0,0,-1,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1
2039,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,-1,-1,0,0,1,0,1,0,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,1,0,-1,0,0,-1,0,0,0,-1,-1,0,1,0,-1,0,1,0,0,-1,-1,0,0,0
2040,1,0,-1,0,1,0,0,1,0,0,0,0,1,-1,-1,0,0,1,1,-1,1,1,0,0,0,-1,0,-1,0,0,-1,-1,0,-1,0,0,0,0,0,1,0,0,0,1,0,-1,0,0,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,-1
2041,-1,1,-1,0,0,-1,0,-1,0,0,0,0,0,0,1,0,1,0,0,-1,1,0,0,0,0,1,0,0,-1,1,-1,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,1,0,0,1,0,-1,1,0,0,1,0,1,0
2042,0,0,0,0,0,0,0,1,-1,0,0,0,0,-1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,-1,1,-1,-1,0,-1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,-1,0,-1,0,0,0,-1,0,0,-1,1,0,0,0
2043,0,0,-1,-1,-1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,-1,0,1,1,0,1,-1,1,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,-1,1,1,1,0,0,0,1,1,-1,-1,0,0,-1,-1,-1,0
2044,1,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,1,0,0,0,0,-1,0,-1,1,-1,0,0,1,0,0,0,0,0,0,-1,0,1,-1,0,0,1,-1,-1,0,-1,0,0
2045,0,0,1,0,0,1,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,-1,0,0,1,0,0,-1,-1,0,1,0,1,0,0,-1,0,0,1,0,-1,0,0,0,0,-1,0,0,0,1,1,0,0
2046,-1,0,0,-1,0,0,1,0,0,0,0,0,0,1,0,0,-1,0,0,-1,1,0,0,0,-1,0,0,0,0,1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,0,-1,0,1,0,0,0,1,0
2047,0,0,-1,0,0,0,-1,0,-1,0,0,-1,-1,0,0,0,0,-1,-1,1,-1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,1,0,0,0,1,-1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,-1,0,-1,0,0,-1,1,1,0,0
2048,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,1,-1,0,-1,0,0,0,0,0,0,0,-1,1,1,0,0,-1,0,0,0,0,-1,-1,1,0,0,-1,0,1,0,0,1,0,0,-1,0,1,0,1,0,0,0,0,0,0
2049,0,-1,0,0,0,0,0,-1,0,1,1,0,-1,0,-1,0,0,0,1,1,-1,0,1,0,0,-1,1,0,1,-1,-1,0,0,-1,1,0,1,0,0,0,0,-1,1,-1,0,1,0,0,0,0,-1,0,0,-1,0,1,0,-1,0,0,-1,0,0,0
2050,1,0,0,1,1,0,1,-1,0,0,0,0,0,-1,0,1,0,0,0,-1,0,0,1,0,0,0,-1,0,0,-1,1,0,0,0,1,1,0,-1,1,0,0,-1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
2051,0,0,1,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,-1,0,0,1,1,-1,0,0,0,0,0,0,0,1,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,1,0,-1,0,-1,0,-1,0,0,-1,0,0,0,1,0,0,-1,0
2052,0,0,-1,0,1,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,-1,0,1,0,0,0,1,-1,-1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1,-1,0,0,0,0,-1,-1,0
2053,-1,0,0,-1,0,-1,0,0,0,0,-1,-1,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,1,0,0,0,-1,0,1,0,1,0,0,0,-1,1,-1,0,-1,0,0,0,-1,-1,-1
2054,0,0,0,-1,0,-1,1,0,-1,0,0,0,1,0,0,-1,0,-1,0,-1,0,0,-1,0,0,0,-1,0,0,0,0,-1,1,0,0,0,0,1,-1,-1,0,0,0,0,0,0,-1,0,-1,-1,-1,0,0,-1,0,0,0,0,0,1,0,0,0,0
2055,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,1,0,-1,1,0,0,1,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2056,-1,0,-1,0,1,-1,0,0,0,0,1,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-1,-1,1,0,0,0,-1,-1
2057,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,1,-1,0,1,-1,-1,0,0,0,1,0,0,0,0,-1,0,1,-1,0,0,1,0,0,-1,1,0,0,0
2058,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-1,0,0,-1,1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,1,1,0,0,0,0,0,-1,-1,0,0,0,0,0,1,1,0,0,-1,0,0,1,0,0
2059,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,-1,0,0,0,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,-1,0,0,-1,0,1,0,0,0,1,0
2060,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,-1,0,0
2061,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,1,0,0,0,0,1,0,-1,0,0,-1,-1,0,0,0,-1,-1,0,0,-1,0,1,1,-1,0,0,-1,0,-1,-1,0,0,0
2062,0,-1,0,0,0,0,-1,0,1,0,-1,0,1,0,0,0,0,1,-1,-1,0,0,0,0,0,-1,0,0,0,0,1,0,1,0,0,0,0,1,0,-1,1,0,-1,1,0,0,-1,0,-1,-1,0,0,0,0,1,0,0,-1,0,-1,0,0,0,0
2063,-1,0,0,1,0,0,-1,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,-1,0,1,-1,0,-1,0,-1,0,0,-1,0,0,0,1,0,1,-1,0,1,0,0,0,1,0,0,0,0,0
2064,-1,1,1,0,0,0,1,0,0,-1,0,1,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,-1,0,0
2065,0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,-1,0,-1,0,0,1,0,0,-1,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,1,0,-1,0,0,0,0,0,0,0,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0
2066,0,0,0,0,1,0,0,0,0,-1,0,0,0,1,-1,-1,-1,-1,1,0,0,0,0,1,0,0,0,0,-1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,-1,0,0,0,0,0,1,0,1,0,-1,0,-1,-1,-1,0,0,0,0,0
2067,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,-1,0,0,-1,0,0,0,-1,0,0,0,0,0,1,0,0,-1,-1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,-1,0,-1,1,0,0,0,0,0,-1,-1,1,0,0,1,0
2068,1,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,1,-1,0,0,1
2069,0,0,-1,0,0,-1,0,0,0,0,1,-1,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,0,0,-1,1,-1,-1,0,0,0,0,0,0,0,1,0,0,0
2070,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,1,0,0,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,-1
2071,0,-1,1,-1,0,0,0,0,-1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,-1,1,1,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,-1,0,-1,0,0,1,0,0,0,0,1,0,0,0,0,-1,0,-1,0,0,-1,0
2072,1,0,-1,0,-1,0,0,0,0,1,-1,1,0,-1,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,1,-1,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,0,0
2073,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,1,0,0,0,1,0,-1,1,0,0,1,0,0,1,0,1,0,0,0,-1,0,-1,0,-1,1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0
2074,1,0,0,-1,0,-1,1,0,-1,1,-1,-1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,-1,0,1,0,0,0,0,0,-1,0,0,1,0,0,0,0,1,0,-1,1,0,1,-1,-1,0,0,-1,1,1,0,1,0,-1,-1,-1
2075,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,-1,1,0,0,1,0,0,0,-1,0,1,0,0,0,-1,-1,0,0,0,0,0,0,1,1,0,-1,0,-1,0,0,0,0,1,0,1,0,-1,-1,1,-1,-1,1,1,0,0,0,1,0
2076,0,-1,0,0,0,0,0,1,0,0,-1,0,0,-1,0,1,0,1,0,0,-1,0,0,0,0,-1,0,-1,0,0,1,-1,0,-1,0,0,0,-1,0,-1,1,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,-1,0,1,0,0,0,0,0,-1
2077,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,1,0,0,0,0,0,-1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,-1,0,1,0,0,0,-1,0,0
2078,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,1,-1,0,1,1,-1,0,1,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,-1,0,0,0,0,-1,1,0
2079,0,0,0,0,0,0,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,1,0,-1,0,0,-1,0,1,-1,0,0,-1,0,0,0,1,0,1,1,1,0,1,0,0,-1,0,0,0,1,-1,0,0,1,1,0,1,0,0,0,0,0
2080,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,0,1,-1,0,1,0,1,-1,1,0,0,0,-1,1,0,0,0,-1,0,1,1,0,0,0,0,1,0,0,1,0,1,-1,0,0,0,0,0,0,-1
2081,0,0,0,0,0,-1,0,1,0,0,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,-1,0,0,-1,0,-1,1,0,1,1,-1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-1,0
2082,0,0,0,1,-1,1,0,0,0,0,0,-1,-1,0,0,-1,0,-1,0,1,1,-1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,-1,-1,0,0,1,1,0,0,-1,0,0,0,0,1,1,-1,0,0,0,0,0,-1,0,0,0,1
2083,0,1,1,0,-1,1,0,0,0,1,0,0,-1,0,1,0,1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,0,-1,-1,0,0,0,0,1,1,0,-1,0
2084,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,1,0,-1,0,0,0,0,-1,1,-1,1,0,-1,0,0,1,0,0,-1,1,0,-1,0,0,0,0
2085,0,0,0,0,0,1,0,1,0,0,-1,-1,1,1,0,1,1,-1,0,-1,0,0,-1,1,-1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0
2086,0,-1,0,-1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,-1,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,1,0,1,1,0,0,0,0,0,-1,0,-1,0,0,1,-1,0,0,1,0,-1
2087,1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,1,0,1,-1,-1,0,0,0,-1,0,0,0,-1,0,1,0,-1,0,0,-1,0,1,0,0,0,1,-1,-1
2088,0,0,0,0,1,0,0,0,-1,0,0,1,0,0,-1,0,-1,-1,0,-1,0,0,0,0,0,1,0,0,-1,1,0,1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,1,-1,0,0,-1,0,0,0,0,1,0
2089,0,-1,0,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,1,0,0,0,0,0,0,1,-1,0,0,0,1,0,0,1,1,0,0,-1,0,0,0,0,-1,0,1,0,0,0,0,0,-1,0,0,0,1,-1,0,1,0,0,1,-1
2090,1,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-1,1,0,0,0,0
2091,0,-1,0,0,0,-1,0,-1,1,0,0,1,0,-1,1,-1,0,-1,0,0,-1,-1,-1,1,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,1,0,0,0,1,1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,1,0,0,1,0,0,0
2092,-1,0,0,0,1,1,0,0,-1,0,-1,0,-1,-1,1,0,0,0,0,1,0,1,-1,-1,0,0,-1,0,0,1,0,0,0,0,1,0,-1,0,0,0,0,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0
2093,0,0,0,1,0,1,-1,0,0,0,-1,1,-1,0,0,0,0,-1,1,0,1,-1,0,0,0,0,0,0,-1,0,1,0,0,0,-1,0,-1,0,0,0,1,0,1,0,-1,0,-1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
2094,0,1,0,0,1,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,1,-1,0,0,-1,-1,-1,0,-1,1,0,0,-1,-1,0,1,1
2095,0,-1,0,1,1,0,0,-1,1,0,0,0,0,0,0,1,1,0,-1,1,1,0,-1,0,1,0,-1,0,0,0,0,0,1,0,-1,-1,0,-1,0,-1,1,-1,1,-1,1,0,0,0,1,1,0,0,1,-1,0,-1,0,0,1,0,1,0,0,0
2096,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,1,-1,0,-1,0,-1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,-1,0,-1,0,0,1,1,-1,0,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,1,1,0
2097,-1,0,1,0,0,0,1,0,0,0,0,-1,1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,1,0,-1,-1,0,-1,1,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2098,0,0,0,0,1,0,0,0,-1,0,0,1,-1,1,0,-1,-1,0,1,-1,-1,0,0,-1,-1,0,0,0,0,0,0,-1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1,0,1,1,0,-1,0,0,-1,0,0,0,0,0,-1
2099,1,0,1,0,0,1,-1,-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,-1,1,1,0,0,-1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,1
2100,1,0,0,0,0,0,0,0,1,0,-1,0,-1,0,-1,-1,0,0,-1,1,0,0,0,0,-1,0,-1,0,0,1,1,0,0,0,-1,1,1,1,0,0,-1,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,1,1,0
2101,0,0,1,1,-1,1,0,1,-1,1,0,-1,0,1,0,0,0,0,-1,1,1,0,1,-1,0,0,0,0,0,-1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,0,0,0,0
2102,1,0,0,1,0,0,0,0,-1,-1,1,0,0,1,0,0,0,0,0,0,0,-1,1,0,0,1,0,-1,1,-1,-1,-1,0,0,0,0,1,-1,0,0,-1,-1,1,-1,0,1,0,0,0,0,0,1,0,0,0,0,1,-1,0,1,1,-1,-1,0
2103,1,0,-1,0,0,0,-1,0,0,1,0,-1,-1,1,0,0,0,0,0,0,-1,0,0,0,1,1,0,1,1,0,-1,0,0,0,0,0,-1,0,0,-1,0,-1,0,1,-1,1,0,-1,0,-1,0,0,-1,1,0,1,0,1,0,0,0,1,0,0
2104,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,-1,1,0,0,0,1,1,0,-1,0,0,-1,0,0,0,-1,0,1,-1,0,-1,0,1,0,-1,0,1,1,0,0,-1,-1,0,0,0,0,1,0,-1,0,0,0,1,0,0,0,0,0,0,0
2105,0,0,1,0,0,0,1,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,1,0,-1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,1
2106,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
2107,0,0,0,0,0,0,1,0,-1,0,0,0,-1,0,1,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,1,0,0,-1,-1,-1,0,1,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-1,1,0,0,0,0,1,0,0,-1,-1
2108,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,-1,-1,0,0,0,-1,0,1,-1,-1,0,0,0,0,0,0,0,0,1,0,1,0,0,-1,1,0,0,0,0,0,0,-1,0,0,1,1,-1,1,0,0,1,0,1,1,0,-1,-1,0
2109,0,0,0,0,1,-1,-1,0,1,0,1,-1,0,0,-1,0,1,0,0,0,1,0,0,0,0,0,-1,-1,0,0,1,0,0,1,0,0,0,1,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,1,0,0,1,0,0,0,1,0,1
2110,-1,1,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,-1,1,0,0,-1,1,0,0,-1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,-1,0,0,-1,0,1,0
2111,0,1,0,-1,-1,0,0,0,1,0,-1,0,0,0,0,0,-1,-1,0,1,0,0,-1,0,1,0,-1,0,0,-1,0,0,-1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0
2112,0,-1,1,0,0,1,0,0,0,1,0,-1,0,1,0,0,1,0,1,1,-1,0,0,0,0,0,0,-1,0,0,-1,1,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,0,0,1,0,0,-1,0,0,-1,0,0,0
2113,0,-1,0,0,-1,0,0,1,1,1,1,0,-1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,1,0,0,0,0,-1,-1,0,0,-1,0,0,1,1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,1,0,1,0,0
2114,0,0,1,0,-1,-1,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,-1,0,1,0,0,0,-1,0,-1,0,1,0,0,0,0,0,0,-1,0,-1,0,0,1,1,0,0,0,0
2115,0,1,1,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,1,0,-1,1,1,-1,0,0,1,0,-1,0,1,0,0,0,-1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,-1,1,0,0,0,-1,1,0,1,0,-1,0
2116,0,0,0,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,1,1,0,0,-1,0,0,0,0,-1,-1,0,0,1,-1,0,0,1,-1,0,0,0,0,0,-1,0,0,-1,0,0
2117,0,0,0,-1,-1,-1,0,-1,-1,1,0,-1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,1,0,0,-1,1,1,0,1,0,-1,-1,0,1,1,-1,0,0,0,1,0,0,0,-1
2118,0,0,-1,1,-1,-1,0,0,0,0,0,0,0,1,1,0,0,1,-1,0,1,1,1,1,-1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,1,0,0,0,-1,1,0,0,0,-1,0,0,0,1,0,-1,0,0
2119,0,1,0,-1,0,1,0,-1,0,-1,-1,0,0,0,0,-1,1,0,0,-1,0,-1,-1,-1,0,0,0,0,0,-1,0,0,0,-1,1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,1,0,0,0,0,1,0
2120,0,1,0,0,0,0,1,0,0,0,0,-1,0,-1,-1,0,0,0,-1,0,0,0,-1,1,-1,0,0,-1,-1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,-1,-1,1,1,0,0,1,0,0,0,-1,0,0,-1,0,0,1,0,0
2121,-1,0,0,1,0,-1,0,0,-1,0,0,0,0,1,0,0,-1,0,0,1,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,1,0,0,-1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,1,1,0,0,0,0,-1
2122,0,0,0,1,0,0,-1,-1,0,0,1,0,-1,0,0,0,0,1,0,0,0,0,-1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,-1,-1,1
2123,-1,0,-1,-1,0,0,-1,1,1,0,-1,0,0,0,1,0,0,-1,-1,0,-1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,-1,0
2124,0,0,-1,1,0,-1,0,0,0,-1,0,0,0,0,1,-1,-1,0,0,0,0,-1,1,1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,-1,1,1,1,1,0,-1,-1,-1,0,0,0,0,0,0,0,0
2125,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,-1,0,0,-1,0,0,0,0,0
2126,-1,0,0,0,0,0,0,-1,1,1,0,0,1,1,0,0,-1,0,0,0,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,-1,0,-1
2127,0,1,-1,0,0,-1,0,0,-1,1,1,0,0,1,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,-1,0,1,-1,0,-1,0,-1,-1,1,-1,0,0,-1,0,0,0,0,0,-1,1,1,0,-1,-1,0,-1,1
2128,1,0,0,-1,-1,0,-1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,-1,0,1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-1,0,-1,0,0,-1,0,0,0,0,-1,0,-1,0,0,0
2129,0,0,0,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,-1,-1,0,1,0,1,-1,0,0,0,1,0,-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,1,0,-1,0,0,0,0,-1,1,0
2130,0,1,0,0,-1,0,0,0,0,0,1,-1,0,1,0,0,0,0,1,1,0,-1,0,0,-1,0,-1,0,0,0,0,0,-1,0,1,-1,-1,-1,0,0,1,0,1,0,0,-1,1,0,-1,1,0,0,0,-1,0,-1,1,0,0,0,0,-1,1,0
